Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Des Moines, United States Of America - Minneapolis, United States Of America",MSP,DSM,44.9,-93.2,41.53,-93.65
"Glasgow, United Kingdom - Sao Paulo, Brazil",GLA,GRU,51.5,-0.45,-23.42,-46.48
"Oakland, United States Of America - Seattle, United States Of America",SEA,OAK,39.9,-75.59,40.23,-97.9
"Bilbao, Spain - London, United Kingdom",LHR,BIO,51.5,-0.45,43.31,-2.91
"Maputo, Mozambique - Nairobi, Kenya",NBO,MPM,-1.3,36.81,-25.92,32.57
"Chicago, United States Of America - New York, United States Of America",JFK,ORD,40.6,-73.79,41.6,-98.93
"New York, United States Of America - Stuttgart, Germany",JFK,STR,50.1,8.56,54.42,13.52
"Chicago, United States Of America - Sao Paulo, Brazil",GRU,ORD,-23.4,-46.48,41.6,-98.93
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,NRT,22.3,113.94,35.75,140.39
"Atlanta, United States Of America - Raleigh/durham, United States Of America",RDU,ATL,35.9,-78.79,42.94,-83.53
"Edinburgh, United Kingdom - Southampton, United Kingdom",EDI,SOU,56,-3.34,50.95,-1.36
"Bangalore, India - London, United Kingdom",LHR,BLR,25.3,55.35,12.8,77.65
"Salt Lake City, United States Of America - San Francisco, United States Of America",SFO,SLC,37.6,-122.39,40.76,-111.89
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35
"Philadelphia, United States Of America - Portland, United States Of America",PDX,PHL,45.6,-122.59,45.05,-89.01
"Entebbe/kampala, Uganda - Nairobi, Kenya",NBO,EBB,-1.3,36.81,0.04,32.44
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75
"Geneva, Switzerland - Lugano, Switzerland",GVA,LUG,46.2,6.11,46,8.91
"Austin, United States Of America - San Francisco, United States Of America",SFO,AUS,37.6,-122.39,30.2,-97.67
"Chicago, United States Of America - Grand Rapids, United States Of America",ORD,GRR,41.6,-98.93,42.88,-85.53
"Colorado Springs, United States Of America - Philadelphia, United States Of America",COS,PHL,42.9,-83.53,45.05,-89.01
"Dubai, United Arab Emirates - Lusaka, Zambia",DXB,LUN,25.3,55.35,-15.33,28.45
"Moscow, Russia - Tselinograd, Kazakhstan",TSE,DME,51,71.48,55.42,37.9
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91
"Amsterdam, Netherlands - Copenhagen, Denmark",CPH,AMS,55.6,12.64,52.31,4.75
"Chicago, United States Of America - Washington Dc, United States Of America",IAD,ORD,39,-77.45,41.6,-98.93
"Doha, Qatar - Singapore, Singapore",SIN,DOH,1.3,103.98,25.27,51.56
"New York, United States Of America - Prague, Czech Republic",PRG,JFK,50.1,14.43,40.64,-73.79
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45
"Indianapolis, United States Of America - Philadelphia, United States Of America",PHL,IND,45.1,-89.01,39.71,-86.3
"Tokushima, Japan - Tokyo, Japan",TKS,HND,34.1,134.6,35.55,139.75
"Houston, United States Of America - New York, United States Of America",JFK,HOU,40.6,-73.79,29.6,-90.72
"Boston, United States Of America - Philadelphia, United States Of America",PHL,BOS,45.1,-89.01,42.21,-71
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75
"Paris, France - Zurich, Switzerland",CDG,ZRH,49,2.54,47.45,8.57
"Boston, United States Of America - Zurich, Switzerland",ZRH,BOS,51.5,-0.45,42.21,-71
"Edinburgh, United Kingdom - London, United Kingdom",STN,EDI,51.9,0.26,55.96,-3.34
"Aberdeen, United Kingdom - Dallas, United States Of America",DFW,ABZ,51.5,-0.45,57.2,-2.2
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48
"Mexico City, Mexico - Miami, United States Of America",MIA,MEX,33.4,-110.87,19.43,-99.16
"London, United Kingdom - San Diego, United States Of America",LHR,SAN,51.5,-0.45,32.7,-102.18
"San Jose, United States Of America - Santa Ana, United States Of America",SNA,SJC,37.4,-86.16,37.37,-121.93
"Grand Rapids, United States Of America - Newark, United States Of America",EWR,GRR,40.7,-74.18,42.88,-85.53
"Amsterdam, Netherlands - San Francisco, United States Of America",SFO,AMS,51.5,-0.45,52.31,4.75
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85
"Geneva, Switzerland - Muscat, Oman",MCT,GVA,47.5,8.57,46.23,6.11
"Paris, France - Tokyo, Japan",NRT,CDG,35.8,140.39,49.01,2.54
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,22.3,113.94,40.64,-73.79
"London, United Kingdom - Seoul, Republic Of Korea",LHR,ICN,51.5,-0.45,37.45,126.66
"Paris, France - Tel Aviv-yafo, Israel",CDG,TLV,49,2.54,32.01,34.89
"Frankfurt, Germany - Johannesburg, South Africa",FRA,JNB,50.1,8.56,-26.13,28.23
"Geneva, Switzerland - Quito, Ecuador",GVA,UIO,52.3,4.75,-0.14,-78.48
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23
"Perth, Australia - Singapore, Singapore",PER,SIN,-31.9,115.97,1.34,103.98
"Accra, Ghana - Entebbe/kampala, Uganda",ACC,EBB,-1.3,36.81,0.04,32.44
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58
"Bandar Seri Begawan, Brunei Darussalam - Singapore, Singapore",SIN,BWN,1.3,103.98,4.95,114.92
"Minneapolis, United States Of America - Tokyo, Japan",NRT,MSP,35.8,140.39,44.88,-93.2
"Dubai, United Arab Emirates - Moscow, Russia",DXB,DME,25.3,55.35,55.42,37.9
"Berlin, Germany - Frankfurt, Germany",FRA,BER,50.1,8.56,47.81,9.6
"Dublin, Republic Of Ireland - London, United Kingdom",STN,DUB,51.9,0.26,53.34,-6.25
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66
"Chicago, United States Of America - Phoenix, United States Of America",ORD,PHX,41.6,-98.93,33.44,-112.03
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79
"New York, United States Of America - Ottawa, Canada",LGA,YOW,40.8,-73.88,45.32,-75.67
"Lisbon, Portugal - Paris, France",CDG,LIS,49,2.54,38.77,-9.13
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17
"Buffalo, United States Of America - Philadelphia, United States Of America",PHL,BUF,45.1,-89.01,42.93,-78.74
"Denver, United States Of America - Hong Kong, Hong Kong",HKG,DEN,37.6,-122.39,39.77,-104.86
"Beijing, China - Copenhagen, Denmark",CPH,PEK,55.6,12.64,40.07,116.58
"Hong Kong, Hong Kong - Munich, Germany",HKG,MUC,22.3,113.94,48.34,11.77
"Copenhagen, Denmark - Munich, Germany",MUC,CPH,48.3,11.77,55.63,12.64
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8
"Chicago, United States Of America - Las Vegas, United States Of America",LAS,ORD,32,-87.96,41.6,-98.93
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48
"Milan, Italy - Sao Paulo, Brazil",GRU,MXP,38.8,-9.13,45.47,9.18
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79
"Edinburgh, United Kingdom - Paris, France",EDI,CDG,56,-3.34,49.01,2.54
"Chicago, United States Of America - Milan, Italy",ORD,MXP,40.6,-73.79,45.47,9.18
"Bangkok, Thailand - Frankfurt, Germany",FRA,BKK,50.1,8.56,13.71,100.77
"Dhaka, Bangladesh - Hong Kong, Hong Kong",HKG,DAC,22.3,113.94,23.84,90.39
"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9
"New York, United States Of America - Washington Dc, United States Of America",DCA,JFK,38.9,-77.04,40.64,-73.79
"Madrid, Spain - Santander, Spain",SDR,MAD,43.4,-3.82,40.46,-3.58
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05
"Oakland, United States Of America - Santa Ana, United States Of America",SNA,OAK,37.4,-86.16,40.23,-97.9
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45
"Frankfurt, Germany - Taipei, Taiwan",TPE,FRA,25.1,121.24,50.05,8.56
"Houston, United States Of America - Kansas City, United States Of America",IAH,MCI,30,-95.34,39.3,-94.72
"Beirut, Lebanon - Kuwait, Kuwait",BEY,KWI,33.8,35.49,29.25,47.97
"Birmingham, United Kingdom - Johannesburg, South Africa",JNB,BHX,25.3,55.35,52.45,-1.73
"Louisville, United States Of America - Newark, United States Of America",EWR,SDF,40.7,-74.18,38.18,-85.72
"Augusta, United States Of America - New York, United States Of America",AGS,LGA,42.9,-83.53,40.77,-73.88
"Milan, Italy - Singapore, Singapore",MXP,SIN,45.5,9.18,1.34,103.98
"Edinburgh, United Kingdom - Geneva, Switzerland",EDI,GVA,56,-3.34,46.23,6.11
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86
"Dubai, United Arab Emirates - Johannesburg, South Africa",JNB,DXB,-26.1,28.23,25.25,55.35
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18
"Abu Dhabi, United Arab Emirates - Frankfurt, Germany",AUH,FRA,24.4,54.64,50.05,8.56
"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35
"Dubai, United Arab Emirates - San Francisco, United States Of America",DXB,SFO,25.3,55.35,37.61,-122.39
"Honolulu - Oahu, United States Of America - Newark, United States Of America",HNL,EWR,21.3,-157.92,40.69,-74.18
"Dublin, Republic Of Ireland - Edinburgh, United Kingdom",EDI,DUB,56,-3.34,53.34,-6.25
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75
"Philadelphia, United States Of America - Rome, Italy",FCO,PHL,41.9,12.5,45.05,-89.01
"Lusaka, Zambia - Nairobi, Kenya",NBO,LUN,-1.3,36.81,-15.33,28.45
"Chicago, United States Of America - Tampa, United States Of America",TPA,ORD,28,-82.54,41.6,-98.93
"Kuala Lumpur, Malaysia - Sydney, Australia",SYD,KUL,-33.9,151.23,2.76,101.71
"Houston, United States Of America - New Orleans, United States Of America",IAH,MSY,30,-95.34,29.98,-90.26
"Birmingham, United Kingdom - Venice, Italy",BHX,VCE,49,2.54,45.44,12.32
"Memphis, United States Of America - New York, United States Of America",LGA,MEM,40.8,-73.88,33.13,-88.31
"Amsterdam, Netherlands - London, United Kingdom",LHR,AMS,51.5,-0.45,52.31,4.75
"Bangkok, Thailand - Hong Kong, Hong Kong",BKK,HKG,13.7,100.77,22.32,113.94
"Edinburgh, United Kingdom - New York, United States Of America",EDI,JFK,51.5,-0.45,40.64,-73.79
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93
"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32,35.94,25.25,55.35
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85
"Glasgow, United Kingdom - Jersey-channel Islands, United Kingdom",JER,GLA,51,-1.36,55.86,-4.43
"New York, United States Of America - Tri-city Airport, United States Of America",TRI,LGA,42.9,-83.53,40.77,-73.88
"Newark, United States Of America - Vail/eagle, United States Of America",EWR,EGE,40.7,-74.18,41.29,-85.28
"Boston, United States Of America - London, United Kingdom",BOS,LHR,42.2,-71,51.47,-0.45
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35
"Kona - Hawaii, United States Of America - Newark, United States Of America",EWR,KOA,34.1,-118.24,19.73,-156.04
"Kona - Hawaii, United States Of America - Tokyo, Japan",KOA,NRT,21.3,-157.92,35.75,140.39
"Dubai, United Arab Emirates - Kuwait, Kuwait",KWI,DXB,29.3,47.97,25.25,55.35
"Chicago, United States Of America - Des Moines, United States Of America",DSM,ORD,41.5,-93.65,41.6,-98.93
"Chicago, United States Of America - Indianapolis, United States Of America",ORD,IND,41.6,-98.93,39.71,-86.3
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23
"Bahrain, Bahrain - Dammam, Saudi Arabia",BAH,DMM,26.3,50.63,26.47,49.8
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86
"Bangkok, Thailand - Tokyo, Japan",NRT,BKK,35.8,140.39,13.71,100.77
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,25.3,55.35,-26.13,28.23
"Jackson Hole, United States Of America - New York, United States Of America",JAC,LGA,41.6,-98.93,40.77,-73.88
"Nairobi, Kenya - Ndola, Zambia",NLA,NBO,-13,28.66,-1.28,36.81
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77
"Cape Town, South Africa - Frankfurt, Germany",CPT,FRA,-34,18.59,50.05,8.56
"Edinburgh, United Kingdom - London, United Kingdom",EDI,LTN,56,-3.34,51.88,-0.37
"Buffalo, United States Of America - Newark, United States Of America",EWR,BUF,40.7,-74.18,42.93,-78.74
"Geneva, Switzerland - Munich, Germany",MUC,GVA,48.3,11.77,46.23,6.11
"London, United Kingdom - Mobile, United States Of America",MOB,LHR,32.9,-97.04,51.47,-0.45
"Dublin, Republic Of Ireland - London, United Kingdom",LTN,DUB,51.9,-0.37,53.34,-6.25
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57
"Geneva, Switzerland - Moscow, Russia",SVO,GVA,56,37.42,46.23,6.11
"Cairo, Egypt - Mauritius, Mauritius",CAI,MRU,-26.1,28.23,-20.43,57.68
"Dublin, Republic Of Ireland - Madrid, Spain",MAD,DUB,40.5,-3.58,53.34,-6.25
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79
"Dubai, United Arab Emirates - Dubai, United Arab Emirates",DXB,DXB,23.6,58.29,25.25,55.35
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21
"Madrid, Spain - Paris, France",CDG,MAD,49,2.54,40.46,-3.58
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88
"Frankfurt, Germany - Houston, United States Of America",IAH,FRA,30,-95.34,50.05,8.56
"London, United Kingdom - Sao Paulo, Brazil",SAO,LHR,-14.2,-51.41,51.47,-0.45
"Paris, France - Shanghai, China",PVG,CDG,31.1,121.8,49.01,2.54
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8
"Tokyo, Japan - Zurich, Switzerland",NRT,ZRH,35.8,140.39,47.45,8.57
"Madras, India - Singapore, Singapore",SIN,MAA,1.3,103.98,13.05,80.23
"Pittsburgh, United States Of America - San Francisco, United States Of America",PIT,SFO,40.6,-73.79,37.61,-122.39
"Hong Kong, Hong Kong - Zurich, Switzerland",HKG,ZRH,22.3,113.94,47.45,8.57
"Geneva, Switzerland - Munich, Germany",GVA,MUC,46.2,6.11,48.34,11.77
"Beirut, Lebanon - Jeddah, Saudi Arabia",BEY,JED,33.8,35.49,21.67,39.15
"San Francisco, United States Of America - Tokyo, Japan",SFO,HND,37.6,-122.39,35.55,139.75
"Amsterdam, Netherlands - Dar Es Salaam, United Rep. Of Tanzania",DAR,AMS,-6.9,39.2,52.31,4.75
"Antwerp, Belgium - London, United Kingdom",LCY,ANR,51.5,0.05,51.19,4.45
"Los Angeles, United States Of America - Taipei, Taiwan",TPE,LAX,25.1,121.24,34.05,-118.24
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94
"Karachi, Pakistan - Manchester, United Kingdom",MAN,KHI,25.3,55.35,24.9,67.15
"Detroit, United States Of America - Frankfurt, Germany",DTW,FRA,37.3,-107.75,50.05,8.56
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45
"Krakow, Poland - London, United Kingdom",KRK,LHR,48.2,16.37,51.47,-0.45
"Auckland-intl, New Zealand - Sydney, Australia",SYD,AKL,-33.9,151.23,-37,174.79
"Charlotte, United States Of America - London, United Kingdom",LGW,CLT,51.2,-0.16,35.22,-80.95
"Dresden, Germany - Frankfurt, Germany",FRA,DRS,50.1,8.56,51.12,13.77
"Frankfurt, Germany - Lisbon, Portugal",FRA,LIS,50.1,8.56,38.77,-9.13
"Chicago, United States Of America - Paris, France",CDG,ORD,49,2.54,41.6,-98.93
"New York, United States Of America - Toronto, Canada",YYZ,JFK,43.7,-79.61,40.64,-73.79
"Dubai, United Arab Emirates - Paris, France",CDG,DXB,49,2.54,25.25,55.35
"Chicago, United States Of America - New York, United States Of America",LGA,ORD,40.8,-73.88,41.6,-98.93
"Johannesburg, South Africa - Madrid, Spain",MAD,JNB,51.5,-0.45,-26.13,28.23
"Athens, Greece - Paris, France",ATH,CDG,37.9,23.72,49.01,2.54
"Athens, Greece - Singapore, Singapore",SIN,ATH,1.3,103.98,37.89,23.72
"Newark, United States Of America - Singapore, Singapore",SIN,EWR,1.3,103.98,40.69,-74.18
"Geneva, Switzerland - Kuwait, Kuwait",GVA,KWI,50.1,8.56,29.25,47.97
"Atlanta, United States Of America - Ft. Lauderdale, United States Of America",FLL,ATL,26.1,-80.13,42.94,-83.53
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55
"Jakarta-soekarno, Indonesia - Tokyo, Japan",CGK,NRT,-6.1,106.66,35.75,140.39
"Frankfurt, Germany - Milan, Italy",FRA,LIN,50.1,8.56,45.47,9.18
"Boston, United States Of America - Chicago, United States Of America",ORD,BOS,41.6,-98.93,42.21,-71
"Bergen, Norway - Stavanger, Norway",BGO,SVG,60.3,5.23,58.88,5.63
"Houston, United States Of America - Philadelphia, United States Of America",PHL,IAH,45.1,-89.01,29.98,-95.34
"Auckland-intl, New Zealand - Sydney, Australia",SYD,AKL,-33.9,151.23,-37,174.79
"Madrid, Spain - Warsaw, Poland",MAD,WAW,48.3,11.77,52.17,20.98
"New York, United States Of America - Singapore, Singapore",SIN,JFK,1.3,103.98,40.64,-73.79
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75
"New York, United States Of America - Portland, United States Of America",LGA,PWM,40.8,-73.88,43.65,-70.31
"Fort Meyers-regional, United States Of America - Newark, United States Of America",EWR,RSW,40.7,-74.18,26.52,-81.75
"Cape Town, South Africa - Singapore, Singapore",CPT,SIN,-34,18.59,1.34,103.98
"London, United Kingdom - Salt Lake City, United States Of America",SLC,LHR,49,2.54,51.47,-0.45
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02
"Beijing, China - San Francisco, United States Of America",SFO,PEK,37.6,-122.39,40.07,116.58
"Austin, United States Of America - Chicago, United States Of America",AUS,ORD,30.2,-97.67,41.6,-98.93
"Aspen, United States Of America - New York, United States Of America",ASE,LGA,39.8,-104.86,40.77,-73.88
"Denver, United States Of America - San Francisco, United States Of America",SFO,DEN,37.6,-122.39,39.77,-104.86
"New York, United States Of America - Vail/eagle, United States Of America",EGE,JFK,41.3,-85.28,40.64,-73.79
"Chicago, United States Of America - Hong Kong, Hong Kong",HKG,ORD,22.3,113.94,41.6,-98.93
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98
"Manchester, United Kingdom - Washington Dc, United States Of America",MAN,IAD,51.5,-0.45,38.96,-77.45
"Greensboro/h Pt/win-salem, United States Of America - Newark, United States Of America",EWR,GSO,40.7,-74.18,36.1,-79.94
"Gibraltar, Gibraltar - New York, United States Of America",JFK,GIB,51.5,-0.45,36.13,-5.35
"Dusseldorf, Germany - Paris, France",CDG,DUS,49,2.54,51.28,6.78
"Madrid, Spain - Porto, Portugal",MAD,OPO,40.5,-3.58,41.24,-8.67
"Vienna, Austria - Zurich, Switzerland",VIE,ZRH,48.2,16.37,47.45,8.57
"Madras, India - Poona, India",PNQ,MAA,18.6,73.91,13.05,80.23
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",NBO,DAR,-1.3,36.81,-6.88,39.2
"San Diego, United States Of America - San Francisco, United States Of America",SAN,SFO,32.7,-102.18,37.61,-122.39
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79
"Beijing, China - Hong Kong, Hong Kong",PEK,HKG,40.1,116.58,22.32,113.94
"London, United Kingdom - Moscow, Russia",LHR,DME,51.5,-0.45,55.42,37.9
"San Francisco, United States Of America - Washington Dc, United States Of America",DCA,SFO,38.9,-77.04,37.61,-122.39
"Brussels, Belgium - Singapore, Singapore",BRU,SIN,45.5,9.18,1.34,103.98
"New York, United States Of America - Perth, Australia",PER,JFK,22.3,113.94,40.64,-73.79
"Budapest, Hungary - Istanbul, Turkey",IST,BUD,41,28.99,47.45,19.22
"Athens, Greece - Milan, Italy",LIN,ATH,41.9,12.5,37.89,23.72
"Bangalore, India - Delhi, India",DEL,BLR,28.7,77.26,12.8,77.65
"Hamburg, Germany - Nice, France",HAM,NCE,48.3,11.77,43.67,7.21
"Entebbe/kampala, Uganda - London, United Kingdom",LHR,EBB,51.5,-0.45,0.04,32.44
"Juneau, United States Of America - Seattle, United States Of America",SEA,JNU,39.9,-75.59,58.36,-134.58
"Lisbon, Portugal - Paris, France",LIS,PAR,38.8,-9.13,49.01,2.54
"Doha, Qatar - New York, United States Of America",JFK,DOH,25.3,55.35,25.27,51.56
"Alma Ata, Kazakhstan - Frankfurt, Germany",ALA,FRA,43.4,77.03,50.05,8.56
"Ahmedabad, India - Bombay, India",BOM,AMD,19.1,72.86,23.08,72.62
"Seoul, Republic Of Korea - Tokyo, Japan",NRT,ICN,35.8,140.39,37.45,126.66
"Dubai, United Arab Emirates - Nice, France",DXB,NCE,25.3,55.35,43.67,7.21
"San Francisco, United States Of America - Seoul, Republic Of Korea",SFO,ICN,37.6,-122.39,37.45,126.66
"Frankfurt, Germany - Hamburg, Germany",FRA,HAM,50.1,8.56,53.64,10.01
"Denver, United States Of America - Oakland, United States Of America",DEN,OAK,39.8,-104.86,40.23,-97.9
"Las Vegas, United States Of America - Seoul, Republic Of Korea",ICN,LAS,37.6,-122.39,32.02,-87.96
"Hong Kong, Hong Kong - Kuala Lumpur, Malaysia",HKG,KUL,22.3,113.94,2.76,101.71
"Abu Dhabi, United Arab Emirates - Tokyo, Japan",NRT,AUH,35.8,140.39,24.42,54.64
"Bombay, India - Newcastle, United Kingdom",NCL,BOM,25.3,55.35,19.09,72.86
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23
"Charlotte, United States Of America - Nashville, United States Of America",CLT,BNA,35.2,-80.95,36.13,-86.67
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,22.3,113.94,-6.13,106.66
