Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"Jakarta-soekarno, Indonesia - Taipei, Taiwan",TPE,CGK,22.3,113.94,-6.13,106.66,3260.04
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10884.81
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,6031.72
"Bombay, India - San Francisco, United States Of America",BOM,SFO,50.1,8.56,37.61,-122.39,9146.44
"Geneva, Switzerland - Lagos, Nigeria",GVA,LOS,50.1,8.56,6.58,3.32,4865.16
"New York, United States Of America - Rio De Janeiro, Brazil",LGA,GIG,33.4,-110.87,-22.81,-43.24,9503.35
"Amsterdam, Netherlands - London, United Kingdom",AMS,LHR,52.3,4.75,51.47,-0.45,368.65
"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72,438.57
"Calgary, Canada - Tokyo, Japan",YYC,NRT,49.2,-123.17,35.75,140.39,7507.01
"London, United Kingdom - Nassau, Bahamas",LHR,NAS,51.5,-0.45,25.08,-77.34,6966.92
"Los Angeles, United States Of America - Seoul, Republic Of Korea",ICN,LAX,37.5,126.66,34.05,-118.24,9614.90
"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24,1497.69
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45,7212.75
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79,3953.10
"Paris, France - San Francisco, United States Of America",SFO,CDG,37.6,-122.39,49.01,2.54,8966.98
"Amsterdam, Netherlands - Dubai, United Arab Emirates",AMS,DXB,52.3,4.75,25.25,55.35,5170.04
"Boston, United States Of America - Frankfurt, Germany",BOS,FRA,42.2,-71,50.05,8.56,5900.37
"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,10731.64
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,1.3,103.98,-6.13,106.66,878.37
"Los Angeles, United States Of America - Toronto, Canada",LAX,YYZ,34.1,-118.24,43.68,-79.61,3474.49
"Brisbane, Australia - Los Angeles, United States Of America",BNE,LAX,-27.4,153.11,34.05,-118.24,11557.16
"Cairo, Egypt - Geneva, Switzerland",CAI,GVA,30.1,31.25,46.23,6.11,2816.13
"Johannesburg, South Africa - Sao Paulo, Brazil",GRU,JNB,-23.4,-46.48,-26.13,28.23,7442.06
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72,441.25
"Austin, United States Of America - Dallas, United States Of America",DAL,AUS,36.7,-84.09,30.2,-97.67,1450.78
"New Orleans, United States Of America - New York, United States Of America",JFK,MSY,40.6,-73.79,29.98,-90.26,1899.97
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,10829.36
"Beirut, Lebanon - Dubai, United Arab Emirates",BEY,DXB,33.8,35.49,25.25,55.35,2139.23
"Sao Paulo, Brazil - Sao Paulo, Brazil",CGH,CGH,-22.9,-43.17,-23.63,-46.66,365.73
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64,594.36
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56,8552.76
"Hong Kong, Hong Kong - Munich, Germany",MUC,HKG,48.3,11.77,22.32,113.94,9026.16
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.79
"Brisbane, Australia - Hong Kong, Hong Kong",HKG,BNE,22.3,113.94,-27.4,153.11,6948.42
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.87
"Bangkok, Thailand - London, United Kingdom",LHR,BKK,51.5,-0.45,13.71,100.77,9577.90
"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45,651.19
"Aberdeen, United Kingdom - London, United Kingdom",ABZ,LCY,57.2,-2.2,51.5,0.05,650.46
"Gaborone, Botswana - Kasane, Botswana",GBE,BBK,-20,23.43,-17.83,25.16,302.30
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,975.16
"Frankfurt, Germany - Oslo, Norway",FRA,OSL,50.1,8.56,59.91,10.75,1099.88
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57,762.15
"Beijing, China - London, United Kingdom",PEK,LHR,40.1,116.58,51.47,-0.45,8153.00
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75,1178.85
"Istanbul, Turkey - London, United Kingdom",LON,IST,51.5,-0.45,41.04,28.99,2521.31
"London, United Kingdom - Moscow, Russia",LHR,DME,51.5,-0.45,55.42,37.9,2543.10
"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58,1075.88
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1176.02
"Delhi, India - Milan, Italy",MXP,DEL,45.5,9.18,28.66,77.26,6132.17
"Tokyo, Japan - Washington Dc, United States Of America",NRT,IAD,35.8,140.39,38.96,-77.45,10842.78
"London, United Kingdom - Santiago, Chile",LHR,SCL,-23.4,-46.48,-33.39,-70.79,2616.48
"Dar Es Salaam, United Rep. Of Tanzania - Geneva, Switzerland",DAR,GVA,47.5,8.57,46.23,6.11,234.40
"Buenos Aires, Argentina - Santiago, Chile",SCL,EZE,-33.4,-70.79,-34.81,-58.54,1138.29
"Dubai, United Arab Emirates - Tokyo, Japan",DXB,NRT,25.3,55.35,35.75,140.39,7980.76
"Kansas City, United States Of America - New York, United States Of America",MCI,LGA,39.3,-94.72,40.77,-73.88,1778.05
"Cork, Republic Of Ireland - London, United Kingdom",ORK,LHR,51.9,-8.49,51.47,-0.45,556.20
"Dallas, United States Of America - Sydney, Australia",SYD,DFW,-33.9,151.23,32.87,-97.04,13804.48
"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,12051.38
"London, United Kingdom - Vilnius, Lithuania",STN,VNO,51.9,0.26,54.64,25.28,1682.57
"Milan, Italy - Poona, India",PNQ,MXP,28.7,77.26,45.47,9.18,6129.88
"London, United Kingdom - New York, United States Of America",JFK,LCY,40.6,-73.79,51.5,0.05,5577.40
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45,5545.51
"Harare, Zimbabwe - Nairobi, Kenya",HRE,NBO,-17.9,31.1,-1.28,36.81,1951.00
"Bremen, Germany - Frankfurt, Germany",BRE,FRA,53.1,8.78,50.05,8.56,339.58
"Newark, United States Of America - Washington Dc, United States Of America",EWR,DCA,40.7,-74.18,38.85,-77.04,319.52
"Bombay, India - Calcutta, India",CCU,BOM,22.7,88.44,19.09,72.86,1667.00
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11,756.99
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75,8819.54
"Los Angeles, United States Of America - Phoenix, United States Of America",LAX,PHX,34.1,-118.24,33.44,-112.03,578.75
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98,10306.40
"Dublin, Republic Of Ireland - Isle Of Man, United Kingdom",IOM,DUB,54.1,-4.63,53.34,-6.25,136.06
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79,6406.88
"Basel-Mulhouse-Freiburg, Switzerland - New York, United States Of America",BSL,JFK,50.1,8.56,40.64,-73.79,6188.14
"Shanghai, China - Tokyo, Japan",PVG,NRT,31.1,121.8,35.75,140.39,1798.29
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94,5924.02
"London, United Kingdom - New York, United States Of America",LCY,JFK,51.5,0.05,40.64,-73.79,5574.61
"New York, United States Of America - Warsaw, Poland",WAW,JFK,52.2,20.98,40.64,-73.79,6849.13
"Atlanta, United States Of America - Tampa, United States Of America",TPA,ATL,28,-82.54,42.94,-83.53,1664.10
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23,12080.87
"Dundee, United Kingdom - London, United Kingdom",DND,LCY,56.5,-3.02,51.5,0.05,591.09
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24,9575.12
"Milan, Italy - Paris, France",LIN,ORY,45.5,9.18,48.73,2.37,627.93
"Charlotte, United States Of America - Denver, United States Of America",CLT,DEN,35.2,-80.95,39.77,-104.86,2163.56
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.83
"Frankfurt, Germany - Manchester, United Kingdom",FRA,MAN,50.1,8.56,53.37,0.1,686.26
"Mahe Island, Seychelles Islands - Mauritius, Mauritius",SEZ,MRU,-4.7,55.52,-20.43,57.68,1765.12
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,604.76
"Madrid, Spain - Rio De Janeiro, Brazil",MAD,RIO,40.5,-3.58,-22.91,-43.45,8170.21
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71,286.58
"Des Moines, United States Of America - Minneapolis, United States Of America",MSP,DSM,44.9,-93.2,41.53,-93.65,376.60
"Glasgow, United Kingdom - Sao Paulo, Brazil",GLA,GRU,51.5,-0.45,-23.42,-46.48,9464.62
"Oakland, United States Of America - Seattle, United States Of America",SEA,OAK,39.9,-75.59,40.23,-97.9,1894.43
"Bilbao, Spain - London, United Kingdom",LHR,BIO,51.5,-0.45,43.31,-2.91,929.43
"Maputo, Mozambique - Nairobi, Kenya",NBO,MPM,-1.3,36.81,-25.92,32.57,2775.80
"Chicago, United States Of America - New York, United States Of America",JFK,ORD,40.6,-73.79,41.6,-98.93,2102.61
"New York, United States Of America - Stuttgart, Germany",JFK,STR,50.1,8.56,54.42,13.52,586.97
"Chicago, United States Of America - Sao Paulo, Brazil",GRU,ORD,-23.4,-46.48,41.6,-98.93,9021.24
"Hong Kong, Hong Kong - Tokyo, Japan",HKG,NRT,22.3,113.94,35.75,140.39,2961.18
"Atlanta, United States Of America - Raleigh/durham, United States Of America",RDU,ATL,35.9,-78.79,42.94,-83.53,882.24
"Edinburgh, United Kingdom - Southampton, United Kingdom",EDI,SOU,56,-3.34,50.95,-1.36,576.72
"Bangalore, India - London, United Kingdom",LHR,BLR,25.3,55.35,12.8,77.65,2718.91
"Salt Lake City, United States Of America - San Francisco, United States Of America",SFO,SLC,37.6,-122.39,40.76,-111.89,970.34
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35,5498.48
"Philadelphia, United States Of America - Portland, United States Of America",PDX,PHL,45.6,-122.59,45.05,-89.01,2607.39
"Entebbe/kampala, Uganda - Nairobi, Kenya",NBO,EBB,-1.3,36.81,0.04,32.44,508.36
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75,8819.54
"Geneva, Switzerland - Lugano, Switzerland",GVA,LUG,46.2,6.11,46,8.91,217.08
"Austin, United States Of America - San Francisco, United States Of America",SFO,AUS,37.6,-122.39,30.2,-97.67,2417.24
"Chicago, United States Of America - Grand Rapids, United States Of America",ORD,GRR,41.6,-98.93,42.88,-85.53,1111.36
"Colorado Springs, United States Of America - Philadelphia, United States Of America",COS,PHL,42.9,-83.53,45.05,-89.01,499.43
"Dubai, United Arab Emirates - Lusaka, Zambia",DXB,LUN,25.3,55.35,-15.33,28.45,5377.72
"Moscow, Russia - Tselinograd, Kazakhstan",TSE,DME,51,71.48,55.42,37.9,2266.52
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1176.02
"Amsterdam, Netherlands - Copenhagen, Denmark",CPH,AMS,55.6,12.64,52.31,4.75,632.29
"Chicago, United States Of America - Washington Dc, United States Of America",IAD,ORD,39,-77.45,41.6,-98.93,1840.00
"Doha, Qatar - Singapore, Singapore",SIN,DOH,1.3,103.98,25.27,51.56,6214.38
"New York, United States Of America - Prague, Czech Republic",PRG,JFK,50.1,14.43,40.64,-73.79,6564.29
"Dubai, United Arab Emirates - London, United Kingdom",DXB,LHR,25.3,55.35,51.47,-0.45,5493.81
"Indianapolis, United States Of America - Philadelphia, United States Of America",PHL,IND,45.1,-89.01,39.71,-86.3,639.39
"Tokushima, Japan - Tokyo, Japan",TKS,HND,34.1,134.6,35.55,139.75,497.04
"Houston, United States Of America - New York, United States Of America",JFK,HOU,40.6,-73.79,29.6,-90.72,1961.27
"Boston, United States Of America - Philadelphia, United States Of America",PHL,BOS,45.1,-89.01,42.21,-71,1481.19
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.73
"Paris, France - Zurich, Switzerland",CDG,ZRH,49,2.54,47.45,8.57,478.76
"Boston, United States Of America - Zurich, Switzerland",ZRH,BOS,51.5,-0.45,42.21,-71,5250.84
"Edinburgh, United Kingdom - London, United Kingdom",STN,EDI,51.9,0.26,55.96,-3.34,509.25
"Aberdeen, United Kingdom - Dallas, United States Of America",DFW,ABZ,51.5,-0.45,57.2,-2.2,644.00
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.71
"Mexico City, Mexico - Miami, United States Of America",MIA,MEX,33.4,-110.87,19.43,-99.16,1939.68
"London, United Kingdom - San Diego, United States Of America",LHR,SAN,51.5,-0.45,32.7,-102.18,7959.45
"San Jose, United States Of America - Santa Ana, United States Of America",SNA,SJC,37.4,-86.16,37.37,-121.93,3141.90
"Grand Rapids, United States Of America - Newark, United States Of America",EWR,GRR,40.7,-74.18,42.88,-85.53,971.13
"Amsterdam, Netherlands - San Francisco, United States Of America",SFO,AMS,51.5,-0.45,52.31,4.75,367.95
"Frankfurt, Germany - Stockholm, Sweden",FRA,ARN,50.1,8.56,60.74,15.85,1267.94
"Geneva, Switzerland - Muscat, Oman",MCT,GVA,47.5,8.57,46.23,6.11,234.40
"Paris, France - Tokyo, Japan",NRT,CDG,35.8,140.39,49.01,2.54,9709.96
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,22.3,113.94,40.64,-73.79,12974.57
"London, United Kingdom - Seoul, Republic Of Korea",LHR,ICN,51.5,-0.45,37.45,126.66,8871.85
"Paris, France - Tel Aviv-yafo, Israel",CDG,TLV,49,2.54,32.01,34.89,3285.59
"Frankfurt, Germany - Johannesburg, South Africa",FRA,JNB,50.1,8.56,-26.13,28.23,8698.39
"Geneva, Switzerland - Quito, Ecuador",GVA,UIO,52.3,4.75,-0.14,-78.48,9562.91
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3283.25
"London, United Kingdom - Sydney, Australia",LHR,SYD,51.5,-0.45,-33.92,151.23,17024.11
"Perth, Australia - Singapore, Singapore",PER,SIN,-31.9,115.97,1.34,103.98,3907.19
"Accra, Ghana - Entebbe/kampala, Uganda",ACC,EBB,-1.3,36.81,0.04,32.44,508.36
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58,1009.79
"Bandar Seri Begawan, Brunei Darussalam - Singapore, Singapore",SIN,BWN,1.3,103.98,4.95,114.92,1280.83
"Minneapolis, United States Of America - Tokyo, Japan",NRT,MSP,35.8,140.39,44.88,-93.2,9553.45
"Dubai, United Arab Emirates - Moscow, Russia",DXB,DME,25.3,55.35,55.42,37.9,3638.85
"Berlin, Germany - Frankfurt, Germany",FRA,BER,50.1,8.56,47.81,9.6,265.79
"Dublin, Republic Of Ireland - London, United Kingdom",STN,DUB,51.9,0.26,53.34,-6.25,467.65
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66,2079.77
"Chicago, United States Of America - Phoenix, United States Of America",ORD,PHX,41.6,-98.93,33.44,-112.03,1466.58
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,2464.40
"New York, United States Of America - Ottawa, Canada",LGA,YOW,40.8,-73.88,45.32,-75.67,523.33
"Lisbon, Portugal - Paris, France",CDG,LIS,49,2.54,38.77,-9.13,1469.57
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",CGH,SDU,-23.6,-46.66,-22.91,-43.17,364.80
"Buffalo, United States Of America - Philadelphia, United States Of America",PHL,BUF,45.1,-89.01,42.93,-78.74,855.52
"Denver, United States Of America - Hong Kong, Hong Kong",HKG,DEN,37.6,-122.39,39.77,-104.86,1538.45
"Beijing, China - Copenhagen, Denmark",CPH,PEK,55.6,12.64,40.07,116.58,7198.93
"Hong Kong, Hong Kong - Munich, Germany",HKG,MUC,22.3,113.94,48.34,11.77,9026.04
"Copenhagen, Denmark - Munich, Germany",MUC,CPH,48.3,11.77,55.63,12.64,817.45
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98,6297.43
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8,3810.18
"Chicago, United States Of America - Las Vegas, United States Of America",LAS,ORD,32,-87.96,41.6,-98.93,1444.87
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.71
"Milan, Italy - Sao Paulo, Brazil",GRU,MXP,38.8,-9.13,45.47,9.18,1677.36
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.89
"Edinburgh, United Kingdom - Paris, France",EDI,CDG,56,-3.34,49.01,2.54,872.73
"Chicago, United States Of America - Milan, Italy",ORD,MXP,40.6,-73.79,45.47,9.18,6457.32
"Bangkok, Thailand - Frankfurt, Germany",FRA,BKK,50.1,8.56,13.71,100.77,9000.56
"Dhaka, Bangladesh - Hong Kong, Hong Kong",HKG,DAC,22.3,113.94,23.84,90.39,2413.23
"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9,2194.19
"New York, United States Of America - Washington Dc, United States Of America",DCA,JFK,38.9,-77.04,40.64,-73.79,338.56
"Madrid, Spain - Santander, Spain",SDR,MAD,43.4,-3.82,40.46,-3.58,327.61
"Amsterdam, Netherlands - London, United Kingdom",AMS,LCY,52.3,4.75,51.5,0.05,334.54
"Oakland, United States Of America - Santa Ana, United States Of America",SNA,OAK,37.4,-86.16,40.23,-97.9,1064.06
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,6732.47
"Frankfurt, Germany - Taipei, Taiwan",TPE,FRA,25.1,121.24,50.05,8.56,9365.72
"Houston, United States Of America - Kansas City, United States Of America",IAH,MCI,30,-95.34,39.3,-94.72,1035.95
"Beirut, Lebanon - Kuwait, Kuwait",BEY,KWI,33.8,35.49,29.25,47.97,1285.72
"Birmingham, United Kingdom - Johannesburg, South Africa",JNB,BHX,25.3,55.35,52.45,-1.73,5598.83
"Louisville, United States Of America - Newark, United States Of America",EWR,SDF,40.7,-74.18,38.18,-85.72,1029.25
"Augusta, United States Of America - New York, United States Of America",AGS,LGA,42.9,-83.53,40.77,-73.88,833.51
"Milan, Italy - Singapore, Singapore",MXP,SIN,45.5,9.18,1.34,103.98,10277.81
"Edinburgh, United Kingdom - Geneva, Switzerland",EDI,GVA,56,-3.34,46.23,6.11,1268.75
"Bombay, India - Singapore, Singapore",SIN,BOM,1.3,103.98,19.09,72.86,3925.39
"Dubai, United Arab Emirates - Johannesburg, South Africa",JNB,DXB,-26.1,28.23,25.25,55.35,6410.91
"Amsterdam, Netherlands - Milan, Italy",AMS,LIN,52.3,4.75,45.47,9.18,825.50
"Abu Dhabi, United Arab Emirates - Frankfurt, Germany",AUH,FRA,24.4,54.64,50.05,8.56,4866.61
"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35,3564.42
"Dubai, United Arab Emirates - San Francisco, United States Of America",DXB,SFO,25.3,55.35,37.61,-122.39,13019.50
"Honolulu - Oahu, United States Of America - Newark, United States Of America",HNL,EWR,21.3,-157.92,40.69,-74.18,7975.82
"Dublin, Republic Of Ireland - Edinburgh, United Kingdom",EDI,DUB,56,-3.34,53.34,-6.25,350.03
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,399.74
"Philadelphia, United States Of America - Rome, Italy",FCO,PHL,41.9,12.5,45.05,-89.01,7610.69
"Lusaka, Zambia - Nairobi, Kenya",NBO,LUN,-1.3,36.81,-15.33,28.45,1810.30
"Chicago, United States Of America - Tampa, United States Of America",TPA,ORD,28,-82.54,41.6,-98.93,2120.89
"Kuala Lumpur, Malaysia - Sydney, Australia",SYD,KUL,-33.9,151.23,2.76,101.71,6589.75
"Houston, United States Of America - New Orleans, United States Of America",IAH,MSY,30,-95.34,29.98,-90.26,489.34
"Birmingham, United Kingdom - Venice, Italy",BHX,VCE,49,2.54,45.44,12.32,837.33
"Memphis, United States Of America - New York, United States Of America",LGA,MEM,40.8,-73.88,33.13,-88.31,1537.05
"Amsterdam, Netherlands - London, United Kingdom",LHR,AMS,51.5,-0.45,52.31,4.75,367.95
"Bangkok, Thailand - Hong Kong, Hong Kong",BKK,HKG,13.7,100.77,22.32,113.94,1689.45
"Edinburgh, United Kingdom - New York, United States Of America",EDI,JFK,51.5,-0.45,40.64,-73.79,5541.70
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93,287.75
"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32,35.94,25.25,55.35,2034.44
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85,2703.48
"Glasgow, United Kingdom - Jersey-channel Islands, United Kingdom",JER,GLA,51,-1.36,55.86,-4.43,577.43
"New York, United States Of America - Tri-city Airport, United States Of America",TRI,LGA,42.9,-83.53,40.77,-73.88,833.51
"Newark, United States Of America - Vail/eagle, United States Of America",EWR,EGE,40.7,-74.18,41.29,-85.28,933.51
"Boston, United States Of America - London, United Kingdom",BOS,LHR,42.2,-71,51.47,-0.45,5252.53
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35,5083.72
"Kona - Hawaii, United States Of America - Newark, United States Of America",EWR,KOA,34.1,-118.24,19.73,-156.04,4045.88
"Kona - Hawaii, United States Of America - Tokyo, Japan",KOA,NRT,21.3,-157.92,35.75,140.39,6138.86
"Dubai, United Arab Emirates - Kuwait, Kuwait",KWI,DXB,29.3,47.97,25.25,55.35,857.12
"Chicago, United States Of America - Des Moines, United States Of America",DSM,ORD,41.5,-93.65,41.6,-98.93,439.58
"Chicago, United States Of America - Indianapolis, United States Of America",ORD,IND,41.6,-98.93,39.71,-86.3,1085.22
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23,1767.60
"Bahrain, Bahrain - Dammam, Saudi Arabia",BAH,DMM,26.3,50.63,26.47,49.8,84.83
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86,2837.06
"Bangkok, Thailand - Tokyo, Japan",NRT,BKK,35.8,140.39,13.71,100.77,4648.13
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,25.3,55.35,-26.13,28.23,6418.69
"Jackson Hole, United States Of America - New York, United States Of America",JAC,LGA,41.6,-98.93,40.77,-73.88,2091.54
"Nairobi, Kenya - Ndola, Zambia",NLA,NBO,-13,28.66,-1.28,36.81,1582.83
"London, United Kingdom - Munich, Germany",LHR,MUC,51.5,-0.45,48.34,11.77,941.62
